temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2
17.8,Spring,Zone B,Cod,Herring
15.4,Fall,Zone B,Atlantic Salmon,Sea Bass
23.1,Summer,Zone C,Haddock,Mackerel
20.1,Summer,Zone C,Haddock,Pollock
13.0,Spring,Zone A,Cod,Flounder
4.5,Winter,Zone A,Cod,Redfish
13.1,Fall,Zone A,Sea Bass,Halibut
16.9,Fall,Zone B,Atlantic Salmon,Sea Bass
8.9,Winter,Zone A,Redfish,Cod
23.7,Summer,Zone C,Haddock,Mackerel
19.0,Fall,Zone B,Halibut,Atlantic Salmon
16.1,Spring,Zone B,Flounder,Herring
9.8,Winter,Zone A,Cod,Redfish
11.5,Spring,Zone A,Flounder,Cod
12.4,Fall,Zone A,Halibut,Atlantic Salmon
8.4,Winter,Zone A,Cod,Smelt
5.1,Winter,Zone A,Redfish,Smelt
7.8,Winter,Zone A,Smelt,Cod
23.9,Summer,Zone C,Haddock,Mackerel
19.9,Fall,Zone B,Halibut,Sea Bass
18.6,Fall,Zone B,Sea Bass,Halibut
20.9,Summer,Zone C,Pollock,Haddock
5.9,Winter,Zone A,Redfish,Smelt
5.2,Winter,Zone A,Smelt,Cod
16.8,Spring,Zone B,Herring,Cod
19.3,Fall,Zone B,Atlantic Salmon,Sea Bass
10.3,Spring,Zone A,Flounder,Herring
9.9,Winter,Zone A,Redfish,Cod
22.5,Summer,Zone C,Mackerel,Pollock
5.2,Winter,Zone A,Cod,Redfish
5.2,Winter,Zone A,Smelt,Cod
17.6,Fall,Zone B,Sea Bass,Halibut
14.1,Spring,Zone A,Cod,Flounder
17.5,Spring,Zone B,Flounder,Cod
4.9,Winter,Zone A,Smelt,Redfish
20.0,Summer,Zone B,Pollock,Mackerel
11.8,Spring,Zone A,Herring,Flounder
5.2,Winter,Zone A,Redfish,Cod
12.7,Spring,Zone A,Herring,Flounder
12.1,Fall,Zone A,Atlantic Salmon,Halibut
17.1,Fall,Zone B,Sea Bass,Halibut
12.9,Spring,Zone A,Flounder,Cod
4.1,Winter,Zone A,Smelt,Cod
19.6,Summer,Zone B,Haddock,Mackerel
5.9,Winter,Zone A,Redfish,Cod
5.3,Winter,Zone A,Redfish,Smelt
10.4,Spring,Zone A,Flounder,Herring
19.3,Summer,Zone B,Haddock,Pollock
16.5,Fall,Zone B,Atlantic Salmon,Sea Bass
17.6,Spring,Zone B,Herring,Cod
9.3,Winter,Zone A,Cod,Smelt
17.6,Spring,Zone B,Flounder,Cod
15.2,Spring,Zone B,Herring,Cod
14.1,Fall,Zone A,Sea Bass,Atlantic Salmon
19.9,Fall,Zone B,Sea Bass,Halibut
8.6,Winter,Zone A,Cod,Smelt
18.4,Summer,Zone B,Haddock,Mackerel
13.8,Fall,Zone A,Halibut,Atlantic Salmon
6.8,Winter,Zone A,Redfish,Smelt
13.8,Spring,Zone A,Cod,Flounder
24.3,Summer,Zone C,Pollock,Mackerel
24.5,Summer,Zone C,Mackerel,Haddock
14.8,Spring,Zone A,Cod,Herring
8.2,Winter,Zone A,Smelt,Redfish
11.2,Spring,Zone A,Flounder,Cod
18.9,Fall,Zone B,Atlantic Salmon,Sea Bass
6.9,Winter,Zone A,Cod,Redfish
15.5,Spring,Zone B,Cod,Herring
7.3,Winter,Zone A,Smelt,Redfish
6.3,Winter,Zone A,Redfish,Cod
17.8,Spring,Zone B,Cod,Flounder
8.0,Winter,Zone A,Smelt,Cod
10.7,Spring,Zone A,Cod,Flounder
14.2,Fall,Zone A,Halibut,Sea Bass
19.5,Fall,Zone B,Halibut,Atlantic Salmon
17.8,Spring,Zone B,Herring,Flounder
11.8,Spring,Zone A,Flounder,Cod
13.6,Fall,Zone A,Halibut,Atlantic Salmon
10.8,Spring,Zone A,Herring,Cod
17.3,Spring,Zone B,Cod,Flounder
10.3,Spring,Zone A,Flounder,Cod
20.5,Summer,Zone C,Pollock,Mackerel
15.5,Fall,Zone B,Halibut,Atlantic Salmon
11.3,Spring,Zone A,Herring,Flounder
20.1,Summer,Zone C,Mackerel,Haddock
15.7,Fall,Zone B,Atlantic Salmon,Sea Bass
22.5,Summer,Zone C,Pollock,Mackerel
18.1,Fall,Zone B,Halibut,Atlantic Salmon
17.4,Spring,Zone B,Herring,Flounder
12.2,Fall,Zone A,Atlantic Salmon,Sea Bass
9.9,Winter,Zone A,Redfish,Smelt
20.8,Summer,Zone C,Pollock,Haddock
19.7,Fall,Zone B,Sea Bass,Halibut
8.9,Winter,Zone A,Cod,Redfish
23.5,Summer,Zone C,Pollock,Haddock
14.1,Fall,Zone A,Atlantic Salmon,Sea Bass
12.7,Fall,Zone A,Halibut,Sea Bass
12.7,Spring,Zone A,Flounder,Herring
23.0,Summer,Zone C,Pollock,Mackerel
23.1,Summer,Zone C,Mackerel,Pollock
6.9,Winter,Zone A,Smelt,Redfish
18.0,Summer,Zone B,Pollock,Mackerel
14.6,Fall,Zone A,Halibut,Atlantic Salmon
15.0,Fall,Zone B,Halibut,Atlantic Salmon
18.4,Summer,Zone B,Mackerel,Haddock
8.2,Winter,Zone A,Redfish,Smelt
12.9,Spring,Zone A,Flounder,Cod
16.9,Spring,Zone B,Cod,Flounder
9.5,Winter,Zone A,Cod,Smelt
13.3,Spring,Zone A,Cod,Flounder
18.4,Fall,Zone B,Halibut,Atlantic Salmon
24.4,Summer,Zone C,Haddock,Pollock
18.9,Summer,Zone B,Haddock,Pollock
20.7,Summer,Zone C,Mackerel,Haddock
18.6,Summer,Zone B,Haddock,Pollock
14.8,Spring,Zone A,Herring,Flounder
12.4,Fall,Zone A,Atlantic Salmon,Sea Bass
6.0,Winter,Zone A,Redfish,Cod
19.9,Fall,Zone B,Sea Bass,Halibut
18.9,Fall,Zone B,Atlantic Salmon,Halibut
12.4,Spring,Zone A,Cod,Flounder
6.9,Winter,Zone A,Smelt,Redfish
15.4,Spring,Zone B,Flounder,Herring
13.3,Fall,Zone A,Atlantic Salmon,Halibut
10.2,Spring,Zone A,Cod,Herring
13.0,Fall,Zone A,Sea Bass,Halibut
14.8,Fall,Zone A,Sea Bass,Halibut
8.8,Winter,Zone A,Cod,Redfish
19.9,Fall,Zone B,Atlantic Salmon,Halibut
5.0,Winter,Zone A,Smelt,Cod
5.5,Winter,Zone A,Redfish,Cod
9.6,Winter,Zone A,Smelt,Cod
15.6,Spring,Zone B,Flounder,Cod
23.3,Summer,Zone C,Mackerel,Pollock
18.3,Summer,Zone B,Haddock,Pollock
16.2,Spring,Zone B,Flounder,Herring
6.6,Winter,Zone A,Cod,Redfish
21.3,Summer,Zone C,Haddock,Pollock
8.1,Winter,Zone A,Smelt,Cod
21.2,Summer,Zone C,Pollock,Haddock
10.9,Spring,Zone A,Flounder,Cod
14.5,Fall,Zone A,Atlantic Salmon,Halibut
24.3,Summer,Zone C,Pollock,Haddock
22.8,Summer,Zone C,Mackerel,Pollock
15.2,Spring,Zone B,Flounder,Cod
23.3,Summer,Zone C,Mackerel,Haddock
18.6,Fall,Zone B,Halibut,Sea Bass
10.7,Spring,Zone A,Herring,Cod
15.3,Fall,Zone B,Sea Bass,Halibut
19.3,Summer,Zone B,Haddock,Mackerel
14.6,Spring,Zone A,Herring,Flounder
14.3,Spring,Zone A,Flounder,Cod
13.1,Fall,Zone A,Atlantic Salmon,Halibut
14.3,Fall,Zone A,Atlantic Salmon,Sea Bass
8.8,Winter,Zone A,Smelt,Cod
7.4,Winter,Zone A,Cod,Redfish
6.2,Winter,Zone A,Cod,Smelt
4.9,Winter,Zone A,Smelt,Redfish
19.9,Summer,Zone B,Mackerel,Pollock
11.5,Spring,Zone A,Cod,Herring
23.3,Summer,Zone C,Pollock,Mackerel
5.7,Winter,Zone A,Cod,Redfish
17.6,Spring,Zone B,Flounder,Cod
14.2,Spring,Zone A,Flounder,Herring
18.9,Summer,Zone B,Haddock,Mackerel
21.1,Summer,Zone C,Pollock,Haddock
18.7,Summer,Zone B,Haddock,Mackerel
8.3,Winter,Zone A,Cod,Smelt
16.0,Fall,Zone B,Atlantic Salmon,Sea Bass
14.0,Fall,Zone A,Sea Bass,Halibut
19.4,Summer,Zone B,Haddock,Mackerel
12.1,Fall,Zone A,Halibut,Sea Bass
23.7,Summer,Zone C,Mackerel,Pollock
8.3,Winter,Zone A,Smelt,Redfish
17.2,Spring,Zone B,Flounder,Herring
12.2,Spring,Zone A,Herring,Cod
12.0,Spring,Zone A,Herring,Flounder
18.7,Summer,Zone B,Mackerel,Haddock
21.1,Summer,Zone C,Mackerel,Haddock
11.9,Spring,Zone A,Cod,Flounder
12.4,Spring,Zone A,Herring,Cod
19.3,Fall,Zone B,Atlantic Salmon,Sea Bass
6.6,Winter,Zone A,Smelt,Cod
4.8,Winter,Zone A,Smelt,Cod
16.8,Spring,Zone B,Cod,Flounder
13.0,Spring,Zone A,Cod,Herring
6.8,Winter,Zone A,Cod,Redfish
4.7,Winter,Zone A,Redfish,Cod
16.7,Fall,Zone B,Atlantic Salmon,Sea Bass
18.8,Summer,Zone B,Pollock,Haddock
13.0,Spring,Zone A,Herring,Cod
14.6,Fall,Zone A,Sea Bass,Atlantic Salmon
13.0,Spring,Zone A,Flounder,Cod
15.7,Fall,Zone B,Sea Bass,Atlantic Salmon
10.0,Winter,Zone A,Smelt,Cod
6.6,Winter,Zone A,Redfish,Smelt
16.1,Fall,Zone B,Halibut,Sea Bass
17.1,Fall,Zone B,Halibut,Sea Bass
16.4,Spring,Zone B,Cod,Herring
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon
6.4,Winter,Zone A,Smelt,Redfish
7.7,Winter,Zone A,Redfish,Smelt
15.2,Fall,Zone B,Atlantic Salmon,Halibut
12.9,Fall,Zone A,Atlantic Salmon,Sea Bass
6.1,Winter,Zone A,Smelt,Redfish
5.9,Winter,Zone A,Smelt,Cod
24.5,Summer,Zone C,Mackerel,Pollock
20.0,Summer,Zone B,Pollock,Haddock
17.3,Spring,Zone B,Herring,Flounder
21.3,Summer,Zone C,Mackerel,Haddock
8.2,Winter,Zone A,Smelt,Cod
19.1,Summer,Zone B,Haddock,Mackerel
13.4,Spring,Zone A,Flounder,Cod
7.0,Winter,Zone A,Redfish,Smelt
16.9,Fall,Zone B,Halibut,Sea Bass
23.9,Summer,Zone C,Pollock,Haddock
6.0,Winter,Zone A,Smelt,Cod
17.4,Spring,Zone B,Cod,Flounder
12.6,Spring,Zone A,Herring,Flounder
5.7,Winter,Zone A,Redfish,Cod
7.5,Winter,Zone A,Redfish,Smelt
20.8,Summer,Zone C,Mackerel,Haddock
5.5,Winter,Zone A,Redfish,Cod
24.9,Summer,Zone C,Pollock,Haddock
24.9,Summer,Zone C,Haddock,Mackerel
15.1,Fall,Zone B,Sea Bass,Atlantic Salmon
15.9,Fall,Zone B,Atlantic Salmon,Halibut
12.0,Spring,Zone A,Cod,Flounder
16.6,Fall,Zone B,Sea Bass,Atlantic Salmon
11.1,Spring,Zone A,Cod,Flounder
6.0,Winter,Zone A,Redfish,Cod
6.6,Winter,Zone A,Redfish,Smelt
17.6,Fall,Zone B,Atlantic Salmon,Sea Bass
18.7,Summer,Zone B,Mackerel,Pollock
16.6,Spring,Zone B,Herring,Cod
19.8,Summer,Zone B,Haddock,Mackerel
7.8,Winter,Zone A,Cod,Redfish
17.0,Spring,Zone B,Herring,Cod
6.2,Winter,Zone A,Smelt,Cod
19.9,Summer,Zone B,Pollock,Mackerel
17.0,Spring,Zone B,Flounder,Cod
11.3,Spring,Zone A,Herring,Flounder
14.9,Fall,Zone A,Sea Bass,Atlantic Salmon
13.2,Fall,Zone A,Halibut,Atlantic Salmon
16.1,Fall,Zone B,Sea Bass,Halibut
14.2,Spring,Zone A,Cod,Herring
9.9,Winter,Zone A,Smelt,Redfish
17.8,Spring,Zone B,Herring,Cod
22.7,Summer,Zone C,Haddock,Pollock
18.8,Summer,Zone B,Pollock,Haddock
13.7,Spring,Zone A,Flounder,Herring
21.1,Summer,Zone C,Mackerel,Pollock
4.3,Winter,Zone A,Redfish,Cod
12.9,Spring,Zone A,Cod,Herring
14.2,Spring,Zone A,Cod,Herring
18.1,Summer,Zone B,Mackerel,Haddock
15.8,Fall,Zone B,Halibut,Sea Bass
13.8,Fall,Zone A,Atlantic Salmon,Halibut
13.4,Fall,Zone A,Sea Bass,Atlantic Salmon
16.3,Spring,Zone B,Flounder,Cod
18.1,Summer,Zone B,Haddock,Mackerel
4.2,Winter,Zone A,Cod,Redfish
15.1,Fall,Zone B,Halibut,Sea Bass
9.4,Winter,Zone A,Smelt,Cod
19.0,Fall,Zone B,Atlantic Salmon,Sea Bass
8.2,Winter,Zone A,Redfish,Smelt
13.1,Fall,Zone A,Atlantic Salmon,Sea Bass
5.4,Winter,Zone A,Redfish,Smelt
18.9,Summer,Zone B,Mackerel,Pollock
4.9,Winter,Zone A,Cod,Smelt
4.9,Winter,Zone A,Smelt,Redfish
8.4,Winter,Zone A,Redfish,Smelt
9.9,Winter,Zone A,Cod,Smelt
7.5,Winter,Zone A,Redfish,Cod
11.7,Spring,Zone A,Flounder,Herring
9.4,Winter,Zone A,Smelt,Redfish
19.8,Fall,Zone B,Atlantic Salmon,Halibut
5.0,Winter,Zone A,Cod,Redfish
20.5,Summer,Zone C,Haddock,Mackerel
21.5,Summer,Zone C,Mackerel,Pollock
8.5,Winter,Zone A,Cod,Smelt
6.1,Winter,Zone A,Redfish,Smelt
19.9,Summer,Zone B,Mackerel,Pollock
20.6,Summer,Zone C,Haddock,Pollock
18.2,Fall,Zone B,Halibut,Atlantic Salmon
10.3,Spring,Zone A,Flounder,Herring
22.5,Summer,Zone C,Haddock,Mackerel
12.2,Spring,Zone A,Flounder,Herring
15.3,Fall,Zone B,Halibut,Sea Bass
10.6,Spring,Zone A,Cod,Flounder
21.6,Summer,Zone C,Pollock,Haddock
24.5,Summer,Zone C,Pollock,Haddock
19.5,Summer,Zone B,Mackerel,Haddock
10.4,Spring,Zone A,Flounder,Herring
6.9,Winter,Zone A,Cod,Redfish
19.2,Fall,Zone B,Atlantic Salmon,Sea Bass
6.6,Winter,Zone A,Smelt,Cod
22.6,Summer,Zone C,Pollock,Haddock
16.9,Fall,Zone B,Sea Bass,Atlantic Salmon
15.8,Spring,Zone B,Flounder,Cod
9.9,Winter,Zone A,Cod,Redfish
14.2,Spring,Zone A,Flounder,Cod
4.4,Winter,Zone A,Cod,Smelt
6.6,Winter,Zone A,Cod,Redfish
13.3,Fall,Zone A,Atlantic Salmon,Sea Bass
21.7,Summer,Zone C,Haddock,Mackerel
19.3,Summer,Zone B,Pollock,Mackerel
5.1,Winter,Zone A,Redfish,Cod
16.0,Spring,Zone B,Cod,Flounder
6.4,Winter,Zone A,Smelt,Cod
13.1,Spring,Zone A,Cod,Herring
5.0,Winter,Zone A,Smelt,Redfish
15.5,Spring,Zone B,Flounder,Herring
19.8,Fall,Zone B,Halibut,Atlantic Salmon
16.8,Spring,Zone B,Cod,Herring
12.7,Fall,Zone A,Halibut,Atlantic Salmon
16.0,Spring,Zone B,Herring,Flounder
13.1,Spring,Zone A,Cod,Flounder
5.0,Winter,Zone A,Redfish,Cod
23.3,Summer,Zone C,Haddock,Mackerel
24.5,Summer,Zone C,Mackerel,Pollock
7.5,Winter,Zone A,Smelt,Cod
8.8,Winter,Zone A,Cod,Redfish
15.8,Spring,Zone B,Flounder,Cod
8.0,Winter,Zone A,Cod,Redfish
17.9,Fall,Zone B,Sea Bass,Halibut
4.7,Winter,Zone A,Cod,Redfish
7.2,Winter,Zone A,Redfish,Cod
18.6,Summer,Zone B,Mackerel,Haddock
5.3,Winter,Zone A,Redfish,Smelt
16.7,Spring,Zone B,Herring,Cod
6.4,Winter,Zone A,Cod,Smelt
17.8,Fall,Zone B,Halibut,Atlantic Salmon
12.6,Fall,Zone A,Sea Bass,Atlantic Salmon
6.1,Winter,Zone A,Smelt,Redfish
16.1,Spring,Zone B,Cod,Flounder
4.1,Winter,Zone A,Cod,Smelt
14.5,Fall,Zone A,Sea Bass,Atlantic Salmon
18.8,Summer,Zone B,Pollock,Haddock
16.5,Spring,Zone B,Herring,Flounder
13.4,Fall,Zone A,Halibut,Sea Bass
21.6,Summer,Zone C,Haddock,Mackerel
5.1,Winter,Zone A,Cod,Smelt
22.0,Summer,Zone C,Mackerel,Pollock
19.3,Summer,Zone B,Mackerel,Pollock
20.3,Summer,Zone C,Pollock,Haddock
7.5,Winter,Zone A,Cod,Smelt
17.9,Fall,Zone B,Halibut,Sea Bass
17.7,Spring,Zone B,Herring,Flounder
12.4,Fall,Zone A,Sea Bass,Atlantic Salmon
20.3,Summer,Zone C,Mackerel,Pollock
17.7,Spring,Zone B,Herring,Flounder
6.9,Winter,Zone A,Smelt,Cod
14.4,Fall,Zone A,Halibut,Sea Bass
5.3,Winter,Zone A,Smelt,Redfish
14.6,Spring,Zone A,Flounder,Herring
11.1,Spring,Zone A,Cod,Herring
20.0,Fall,Zone B,Sea Bass,Atlantic Salmon
5.7,Winter,Zone A,Cod,Smelt
11.0,Spring,Zone A,Cod,Flounder
17.4,Spring,Zone B,Herring,Cod
14.4,Fall,Zone A,Atlantic Salmon,Halibut
12.2,Fall,Zone A,Sea Bass,Atlantic Salmon
22.1,Summer,Zone C,Haddock,Pollock
18.3,Summer,Zone B,Mackerel,Pollock
9.0,Winter,Zone A,Redfish,Smelt
17.5,Spring,Zone B,Flounder,Herring
18.7,Summer,Zone B,Mackerel,Pollock
12.8,Spring,Zone A,Cod,Flounder
14.3,Spring,Zone A,Herring,Cod
12.1,Fall,Zone A,Sea Bass,Atlantic Salmon
14.7,Spring,Zone A,Cod,Herring
7.5,Winter,Zone A,Redfish,Cod
8.3,Winter,Zone A,Cod,Redfish
21.0,Summer,Zone C,Haddock,Pollock
17.1,Spring,Zone B,Flounder,Cod
13.8,Fall,Zone A,Sea Bass,Atlantic Salmon
24.0,Summer,Zone C,Pollock,Haddock
5.6,Winter,Zone A,Cod,Smelt
11.6,Spring,Zone A,Herring,Flounder
20.0,Summer,Zone B,Haddock,Mackerel
15.4,Fall,Zone B,Halibut,Atlantic Salmon
17.7,Spring,Zone B,Cod,Flounder
4.0,Winter,Zone A,Smelt,Cod
20.2,Summer,Zone C,Mackerel,Pollock
13.1,Spring,Zone A,Herring,Cod
7.5,Winter,Zone A,Smelt,Cod
10.5,Spring,Zone A,Herring,Flounder
13.0,Fall,Zone A,Sea Bass,Halibut
17.3,Fall,Zone B,Atlantic Salmon,Sea Bass
15.9,Spring,Zone B,Flounder,Cod
21.1,Summer,Zone C,Pollock,Mackerel
24.5,Summer,Zone C,Mackerel,Haddock
16.9,Fall,Zone B,Atlantic Salmon,Halibut
8.6,Winter,Zone A,Smelt,Cod
11.1,Spring,Zone A,Flounder,Cod
20.2,Summer,Zone C,Haddock,Pollock
21.9,Summer,Zone C,Mackerel,Haddock
18.8,Fall,Zone B,Atlantic Salmon,Sea Bass
18.1,Fall,Zone B,Sea Bass,Halibut
13.4,Fall,Zone A,Atlantic Salmon,Halibut
17.1,Fall,Zone B,Atlantic Salmon,Halibut
10.4,Spring,Zone A,Flounder,Cod
25.0,Summer,Zone C,Pollock,Mackerel
7.0,Winter,Zone A,Cod,Smelt
15.3,Spring,Zone B,Cod,Herring
19.6,Summer,Zone B,Mackerel,Haddock
15.8,Spring,Zone B,Herring,Cod
18.5,Fall,Zone B,Halibut,Atlantic Salmon
6.6,Winter,Zone A,Redfish,Cod
6.1,Winter,Zone A,Smelt,Redfish
10.0,Winter,Zone A,Cod,Redfish
14.5,Fall,Zone A,Atlantic Salmon,Halibut
20.1,Summer,Zone C,Haddock,Mackerel
21.0,Summer,Zone C,Haddock,Pollock
20.5,Summer,Zone C,Pollock,Haddock
17.4,Fall,Zone B,Sea Bass,Atlantic Salmon
11.7,Spring,Zone A,Flounder,Cod
7.2,Winter,Zone A,Redfish,Smelt
18.1,Summer,Zone B,Pollock,Mackerel
15.2,Fall,Zone B,Halibut,Sea Bass
15.6,Fall,Zone B,Atlantic Salmon,Sea Bass
8.4,Winter,Zone A,Cod,Smelt
18.3,Summer,Zone B,Pollock,Haddock
7.1,Winter,Zone A,Cod,Redfish
24.0,Summer,Zone C,Haddock,Pollock
8.5,Winter,Zone A,Cod,Redfish
16.5,Spring,Zone B,Cod,Flounder
9.3,Winter,Zone A,Redfish,Cod
22.4,Summer,Zone C,Mackerel,Pollock
6.1,Winter,Zone A,Smelt,Redfish
19.8,Summer,Zone B,Pollock,Haddock
19.9,Fall,Zone B,Atlantic Salmon,Halibut
5.0,Winter,Zone A,Smelt,Cod
16.3,Fall,Zone B,Atlantic Salmon,Halibut
22.4,Summer,Zone C,Pollock,Mackerel
14.3,Fall,Zone A,Atlantic Salmon,Halibut
22.5,Summer,Zone C,Pollock,Mackerel
4.7,Winter,Zone A,Cod,Smelt
13.8,Fall,Zone A,Sea Bass,Halibut
14.7,Fall,Zone A,Atlantic Salmon,Halibut
15.8,Fall,Zone B,Halibut,Sea Bass
23.6,Summer,Zone C,Mackerel,Pollock
5.4,Winter,Zone A,Smelt,Redfish
7.5,Winter,Zone A,Smelt,Redfish
7.5,Winter,Zone A,Smelt,Cod
16.2,Spring,Zone B,Flounder,Herring
15.8,Spring,Zone B,Cod,Herring
20.0,Summer,Zone B,Mackerel,Pollock
22.6,Summer,Zone C,Mackerel,Haddock
12.5,Fall,Zone A,Atlantic Salmon,Sea Bass
12.4,Spring,Zone A,Herring,Flounder
15.2,Fall,Zone B,Halibut,Sea Bass
4.5,Winter,Zone A,Redfish,Cod
16.0,Spring,Zone B,Herring,Cod
9.2,Winter,Zone A,Smelt,Redfish
20.0,Summer,Zone B,Pollock,Mackerel
7.9,Winter,Zone A,Smelt,Cod
17.8,Fall,Zone B,Sea Bass,Atlantic Salmon
6.0,Winter,Zone A,Smelt,Cod
8.9,Winter,Zone A,Redfish,Cod
8.9,Winter,Zone A,Redfish,Cod
14.9,Spring,Zone A,Cod,Herring
17.5,Fall,Zone B,Sea Bass,Halibut
12.9,Fall,Zone A,Sea Bass,Halibut
17.6,Fall,Zone B,Sea Bass,Atlantic Salmon
16.7,Fall,Zone B,Atlantic Salmon,Halibut
19.9,Fall,Zone B,Atlantic Salmon,Sea Bass
19.5,Fall,Zone B,Halibut,Atlantic Salmon
11.9,Spring,Zone A,Flounder,Cod
5.1,Winter,Zone A,Cod,Smelt
9.1,Winter,Zone A,Cod,Smelt
19.8,Summer,Zone B,Pollock,Mackerel
13.0,Spring,Zone A,Flounder,Herring
7.6,Winter,Zone A,Cod,Redfish
7.6,Winter,Zone A,Cod,Redfish
21.0,Summer,Zone C,Pollock,Mackerel
14.3,Spring,Zone A,Herring,Flounder
7.3,Winter,Zone A,Redfish,Smelt
10.5,Spring,Zone A,Cod,Herring
16.0,Spring,Zone B,Flounder,Cod
16.9,Spring,Zone B,Cod,Flounder
20.0,Summer,Zone B,Haddock,Mackerel
18.2,Summer,Zone B,Mackerel,Pollock
11.0,Spring,Zone A,Flounder,Herring
16.0,Spring,Zone B,Cod,Flounder
17.9,Fall,Zone B,Atlantic Salmon,Halibut
21.2,Summer,Zone C,Pollock,Mackerel
16.1,Fall,Zone B,Halibut,Atlantic Salmon
17.2,Fall,Zone B,Sea Bass,Atlantic Salmon
16.4,Spring,Zone B,Cod,Flounder
6.7,Winter,Zone A,Smelt,Redfish
15.0,Fall,Zone B,Halibut,Sea Bass
20.9,Summer,Zone C,Pollock,Haddock
10.2,Spring,Zone A,Flounder,Cod
16.2,Fall,Zone B,Sea Bass,Atlantic Salmon
13.5,Spring,Zone A,Herring,Cod
14.7,Fall,Zone A,Atlantic Salmon,Halibut
24.9,Summer,Zone C,Haddock,Pollock
20.5,Summer,Zone C,Pollock,Haddock
18.2,Fall,Zone B,Sea Bass,Halibut
13.7,Fall,Zone A,Atlantic Salmon,Sea Bass
6.7,Winter,Zone A,Smelt,Cod
12.0,Fall,Zone A,Atlantic Salmon,Sea Bass
23.3,Summer,Zone C,Mackerel,Haddock
5.3,Winter,Zone A,Cod,Redfish
4.7,Winter,Zone A,Cod,Smelt
18.9,Summer,Zone B,Pollock,Haddock
12.0,Fall,Zone A,Halibut,Sea Bass
19.2,Summer,Zone B,Pollock,Mackerel
15.1,Spring,Zone B,Flounder,Cod
13.9,Spring,Zone A,Cod,Herring
5.8,Winter,Zone A,Smelt,Redfish
5.4,Winter,Zone A,Cod,Redfish
16.8,Spring,Zone B,Cod,Flounder
19.3,Summer,Zone B,Pollock,Haddock
5.1,Winter,Zone A,Smelt,Redfish
12.9,Fall,Zone A,Sea Bass,Atlantic Salmon
17.7,Spring,Zone B,Herring,Flounder
17.6,Fall,Zone B,Sea Bass,Atlantic Salmon
20.2,Summer,Zone C,Haddock,Mackerel
17.4,Fall,Zone B,Halibut,Atlantic Salmon
19.1,Fall,Zone B,Atlantic Salmon,Sea Bass
6.2,Winter,Zone A,Cod,Redfish
14.7,Spring,Zone A,Cod,Herring
5.0,Winter,Zone A,Smelt,Redfish
6.9,Winter,Zone A,Cod,Redfish
19.4,Fall,Zone B,Halibut,Atlantic Salmon
12.2,Spring,Zone A,Herring,Cod
19.4,Fall,Zone B,Halibut,Sea Bass
19.6,Fall,Zone B,Atlantic Salmon,Halibut
9.0,Winter,Zone A,Smelt,Cod
9.1,Winter,Zone A,Cod,Redfish
13.1,Spring,Zone A,Cod,Flounder
19.9,Fall,Zone B,Atlantic Salmon,Sea Bass
24.8,Summer,Zone C,Mackerel,Haddock
7.1,Winter,Zone A,Cod,Smelt
11.6,Spring,Zone A,Flounder,Herring
18.5,Summer,Zone B,Mackerel,Pollock
6.7,Winter,Zone A,Cod,Smelt
18.3,Summer,Zone B,Mackerel,Pollock
19.9,Summer,Zone B,Haddock,Mackerel
14.7,Fall,Zone A,Atlantic Salmon,Sea Bass
19.3,Summer,Zone B,Mackerel,Pollock
22.6,Summer,Zone C,Haddock,Mackerel
15.9,Fall,Zone B,Halibut,Atlantic Salmon
6.3,Winter,Zone A,Cod,Redfish
8.4,Winter,Zone A,Redfish,Smelt
20.5,Summer,Zone C,Mackerel,Pollock
20.0,Fall,Zone B,Sea Bass,Atlantic Salmon
20.0,Summer,Zone B,Haddock,Mackerel
18.1,Fall,Zone B,Atlantic Salmon,Halibut
14.0,Spring,Zone A,Flounder,Herring
7.7,Winter,Zone A,Cod,Smelt
24.0,Summer,Zone C,Haddock,Pollock
18.7,Summer,Zone B,Haddock,Mackerel
5.4,Winter,Zone A,Cod,Smelt
5.8,Winter,Zone A,Redfish,Smelt
13.3,Fall,Zone A,Halibut,Sea Bass
14.7,Fall,Zone A,Atlantic Salmon,Halibut
5.3,Winter,Zone A,Redfish,Cod
14.0,Spring,Zone A,Flounder,Herring
8.5,Winter,Zone A,Smelt,Redfish
6.4,Winter,Zone A,Smelt,Cod
22.3,Summer,Zone C,Pollock,Haddock
16.9,Fall,Zone B,Sea Bass,Halibut
8.9,Winter,Zone A,Redfish,Smelt
21.1,Summer,Zone C,Haddock,Mackerel
16.1,Spring,Zone B,Herring,Flounder
23.6,Summer,Zone C,Mackerel,Pollock
20.4,Summer,Zone C,Mackerel,Haddock
5.9,Winter,Zone A,Smelt,Redfish
15.9,Fall,Zone B,Atlantic Salmon,Sea Bass
20.5,Summer,Zone C,Pollock,Haddock
21.3,Summer,Zone C,Haddock,Pollock
13.9,Spring,Zone A,Flounder,Herring
5.9,Winter,Zone A,Smelt,Cod
10.6,Spring,Zone A,Flounder,Herring
18.4,Summer,Zone B,Mackerel,Haddock
18.3,Fall,Zone B,Halibut,Sea Bass
16.1,Spring,Zone B,Cod,Herring
22.4,Summer,Zone C,Haddock,Mackerel
12.3,Spring,Zone A,Flounder,Herring
12.7,Spring,Zone A,Flounder,Herring
14.5,Spring,Zone A,Herring,Cod
